,Repository,Classification
585,Verkehrszeichenerkennung, A
586,Verkehrszeichenerkennung, A
587,Verkehrszeichenerkennung, A
588,Verkehrszeichenerkennung, A
589,Verkehrszeichenerkennung, A
590,SMOKE, A
591,SMOKE, A
592,SMOKE, A
593,SMOKE, A
594,SMOKE, A
595,SMOKE, A
596,SMOKE, A
597,SMOKE, A
598,SMOKE, A
599,SMOKE, A
600,SMOKE, A
601,SMOKE, A
602,SMOKE, A
603,SMOKE, A
604,SMOKE, A
605,SMOKE, A
606,SMOKE, A
607,SMOKE, A
608,SMOKE, A
609,SMOKE, A
610,SMOKE, A
611,SMOKE, A
612,SMOKE, A
613,SMOKE, A
614,SMOKE, A
615,SMOKE, A
616,SMOKE, A
617,SMOKE, A
618,SMOKE, A
619,SMOKE, A
620,SMOKE, A
621,SMOKE, A
622,SMOKE, A
623,SMOKE, A
624,SMOKE, A
625,SMOKE, A
626,SMOKE, A
627,SMOKE, A
628,SMOKE, A
629,SMOKE, A
630,SMOKE, A
631,SMOKE, A
632,SMOKE, A
633,SMOKE, A
634,SMOKE, A
635,SMOKE, A
636,SMOKE, A
637,SMOKE, A
638,SMOKE, A
639,SMOKE, A
640,SMOKE, A
641,SMOKE, A
642,SMOKE, A
643,SMOKE, A
644,SMOKE, A
645,SMOKE, A
646,SMOKE, A
647,SMOKE, A
648,SMOKE, A
649,SMOKE, A
650,SMOKE, A
651,SMOKE, A
652,occam, A
653,occam, A
654,occam, A
655,occam, A
656,occam, A
657,occam, A
658,occam, A
659,occam, A
660,occam, A
661,occam, A
662,occam, A
663,occam, A
664,occam, A
665,occam, A
666,occam, A
667,occam, A
668,occam, A
669,occam, A
670,occam, A
671,occam, A
672,occam, A
673,occam, A
674,occam, A
675,occam, A
676,occam, A
677,occam,repositories/occam/pcdet/datasets/kitti/kitti_object_eval_python/evaluate.py
678,occam, C
679,occam, A
680,occam, A
681,occam, A
682,occam, A
683,occam, A
684,occam, A
685,occam, A
686,occam, A
687,occam, A
688,occam, A
689,occam, A
690,occam, A
691,occam, A
692,occam, A
693,occam, A
694,occam, A
695,occam, A
696,occam, A
697,occam, A
698,occam, A
699,occam, A
700,occam, A
701,occam, A
702,occam, A
703,occam, A
704,occam, A
705,occam, A
706,occam, A
707,occam, A
708,occam, A
709,occam, A
710,occam, A
711,occam, A
712,occam, A
713,occam, A
714,occam, A
715,occam, A
716,occam, A
717,occam, A
718,occam, A
719,occam, A
720,occam, A
721,occam, A
722,occam, A
723,occam, A
724,occam, A
725,occam, A
726,occam, A
727,occam, A
728,occam, A
729,occam, A
730,occam, A
731,occam, A
732,occam, A
733,occam, A
734,occam, A
735,occam, A
736,occam, A
737,occam, A
738,occam, A
739,occam, A
740,occam, A
741,occam, A
742,occam, A
743,occam, A
744,occam, A
745,occam, A
746,occam, A
747,occam, A
748,occam, A
749,occam, A
750,occam, A
751,occam, A
752,occam, A
753,occam, A
754,occam, A
755,occam, A
756,occam, A
757,occam, A
758,occam, A
759,occam, A
760,occam, A
761,occam, A
762,occam, A
763,occam, A
764,occam, A
765,occam, A
766,occam, A
767,occam, A
768,occam, A
769,occam, A
770,occam, A
771,occam, A
772,occam, A
773,occam, A
774,occam, A
775,occam, A
776,occam, A
777,occam, A
778,occam, A
779,occam, A
780,occam, A
781,occam, A
782,occam, A
783,occam, A
784,occam, A
785,occam, A
786,SelfDrivingCarAI, A
787,SelfDrivingCarAI, A
788,SelfDrivingCarAI, A
789,SelfDrivingCarAI, A
790,SelfDrivingCarAI, A
791,SelfDrivingCarAI, A
792,SCUTTLE, A
793,SCUTTLE, A
794,SCUTTLE, A
795,SCUTTLE, A
796,SCUTTLE, A
797,SCUTTLE, A
798,SCUTTLE,repositories/SCUTTLE/software/python/labs/Lab4Template.py
799,SCUTTLE, A
800,SCUTTLE, A
801,SCUTTLE, A
802,SCUTTLE, A
803,SCUTTLE, A
804,SCUTTLE, A
805,SCUTTLE, A
806,SCUTTLE, A
807,SCUTTLE, A
808,SCUTTLE, A
809,SCUTTLE, A
810,SCUTTLE, A
811,SCUTTLE, A
812,SCUTTLE, A
813,SCUTTLE, A
814,SCUTTLE, A
815,SCUTTLE, A
816,SCUTTLE, A
817,SCUTTLE, A
818,SCUTTLE, A
819,SCUTTLE, A
820,SCUTTLE, A
821,SCUTTLE, A
822,SCUTTLE, A
823,SCUTTLE, A
824,SCUTTLE, A
825,SCUTTLE, A
826,SCUTTLE, A
827,SCUTTLE, A
828,SCUTTLE, A
829,SCUTTLE, A
830,SCUTTLE, A
831,SCUTTLE, A
832,SCUTTLE, A
833,SCUTTLE, A
834,SCUTTLE, A
835,SCUTTLE, A
836,SCUTTLE, A
837,SCUTTLE, A
838,SCUTTLE, A
839,SCUTTLE, A
840,SCUTTLE, A
841,SCUTTLE, A
842,SCUTTLE, A
843,SCUTTLE, A
844,SCUTTLE, A
845,SCUTTLE, A
846,SCUTTLE, A
847,SCUTTLE, A
848,SCUTTLE, A
849,SCUTTLE, A
850,SCUTTLE,repositories/SCUTTLE/software/python/basics_pi/L3_dashboard.py
851,SCUTTLE, A
852,SCUTTLE, A
853,SCUTTLE, A
854,SCUTTLE, A
855,SCUTTLE, A
856,SCUTTLE, A
857,SCUTTLE, A
858,SCUTTLE, A
859,SCUTTLE, A
860,Non-Driving-Activiy_recognition, A
861,Non-Driving-Activiy_recognition, A
862,Non-Driving-Activiy_recognition, A
863,Non-Driving-Activiy_recognition,Activiy_recognition/spatial_cnn.py
864,Non-Driving-Activiy_recognition, A
865,Non-Driving-Activiy_recognition, A
866,Non-Driving-Activiy_recognition,Activiy_recognition/motion_cnn.py
867,Non-Driving-Activiy_recognition, A
868,Non-Driving-Activiy_recognition, A
869,Non-Driving-Activiy_recognition, A
870,Non-Driving-Activiy_recognition, A
871,Non-Driving-Activiy_recognition, A
872,Non-Driving-Activiy_recognition, A
873,Non-Driving-Activiy_recognition, A
874,Non-Driving-Activiy_recognition, A
875,Non-Driving-Activiy_recognition, A
876,Non-Driving-Activiy_recognition, A
877,Non-Driving-Activiy_recognition, A
878,Non-Driving-Activiy_recognition, A
879,Real-Self-Driving-Car, A
880,Real-Self-Driving-Car, A
881,Real-Self-Driving-Car, A
882,Real-Self-Driving-Car, A
883,Real-Self-Driving-Car, A
884,Real-Self-Driving-Car, A
885,Real-Self-Driving-Car, A
886,Real-Self-Driving-Car,Car/ros/src/twist_controller/yaw_controller.py
887,Real-Self-Driving-Car, A
888,Real-Self-Driving-Car,Car/ros/src/twist_controller/twist_controller.py
889,Real-Self-Driving-Car, A
890,Real-Self-Driving-Car, A
891,Real-Self-Driving-Car,Car/ros/src/tl_detector/light_publisher.py
892,Real-Self-Driving-Car, A
893,Real-Self-Driving-Car, A
894,Real-Self-Driving-Car, A
895,ParticleFilter_UpdraftEstimator, A
896,ParticleFilter_UpdraftEstimator, A
897,ParticleFilter_UpdraftEstimator, A
898,ParticleFilter_UpdraftEstimator, A
899,AirSim-PyTorch-Drone-DDQN-Agent, A
900,AirSim-PyTorch-Drone-DDQN-Agent, A
901,AirSim-PyTorch-Drone-DDQN-Agent, A
902,AirSim-PyTorch-Drone-DDQN-Agent, A
903,AirSim-PyTorch-Drone-DDQN-Agent, A
904,AirSim-PyTorch-Drone-DDQN-Agent, A
905,self-driving-car-course, A
906,rl-car, A
907,rl-car, A
908,rl-car, A
909,rl-car, A
910,rl-car, A
911,rl-car, A
912,rl-car, A
913,rl-car, A
914,rl-car, A
915,rl-car, A
916,rl-car, A
917,rl-car, A
918,rl-car, A
919,rl-car, A
920,LiDAR_SOT, A
921,LiDAR_SOT, A
922,LiDAR_SOT, A
923,LiDAR_SOT, A
924,LiDAR_SOT, A
925,LiDAR_SOT, A
926,LiDAR_SOT, A
927,LiDAR_SOT, A
928,LiDAR_SOT, A
929,LiDAR_SOT, A
930,LiDAR_SOT, A
931,LiDAR_SOT, A
932,LiDAR_SOT, A
933,LiDAR_SOT, A
934,LiDAR_SOT, A
935,LiDAR_SOT, A
936,LiDAR_SOT, A
937,LiDAR_SOT, A
938,LiDAR_SOT, A
939,LiDAR_SOT, A
940,LiDAR_SOT, A
941,LiDAR_SOT, A
942,LiDAR_SOT, A
943,LiDAR_SOT, A
944,LiDAR_SOT, A
945,LiDAR_SOT, A
946,LiDAR_SOT, A
947,LiDAR_SOT, A
948,LiDAR_SOT, A
949,LiDAR_SOT, A
950,LiDAR_SOT, A
951,LiDAR_SOT, A
952,LiDAR_SOT, A
953,LiDAR_SOT, A
954,LiDAR_SOT, A
955,LiDAR_SOT, A
956,LiDAR_SOT, A
957,LiDAR_SOT, A
958,LiDAR_SOT, A
959,LiDAR_SOT, A
960,LiDAR_SOT, A
961,LiDAR_SOT, A
962,LiDAR_SOT, A
963,LiDAR_SOT, A
964,LiDAR_SOT, A
965,LiDAR_SOT, A
966,LiDAR_SOT, A
967,LiDAR_SOT, A
968,LiDAR_SOT, A
969,LiDAR_SOT, A
970,LiDAR_SOT, A
971,LiDAR_SOT, A
972,LiDAR_SOT, A
973,LiDAR_SOT, A
974,Guido-Autonomous_Electric_Car_Charging_Robot, A
975,Guido-Autonomous_Electric_Car_Charging_Robot, A
976,Guido-Autonomous_Electric_Car_Charging_Robot, A
977,Guido-Autonomous_Electric_Car_Charging_Robot, A
978,Guido-Autonomous_Electric_Car_Charging_Robot, A
979,Guido-Autonomous_Electric_Car_Charging_Robot, A
980,Guido-Autonomous_Electric_Car_Charging_Robot, A
981,Guido-Autonomous_Electric_Car_Charging_Robot, A
982,Guido-Autonomous_Electric_Car_Charging_Robot, A
983,Guido-Autonomous_Electric_Car_Charging_Robot, A
984,Azteca_marron, A
985,Azteca_marron, A
986,Azteca_marron, A
987,Azteca_marron,repositories/Azteca_marron/scripts/deteccion/buttons.py
988,Azteca_marron, A
989,Azteca_marron, A
990,Azteca_marron,repositories/Azteca_marron/scripts/deteccion/bordes.py
991,Azteca_marron, A
992,Azteca_marron, A
993,Azteca_marron, A
994,Azteca_marron, A
995,Azteca_marron, A
996,birdnet2, A
997,birdnet2, A
998,birdnet2, A
999,birdnet2, A
1000,birdnet2, A
1001,birdnet2, A
1002,birdnet2, A
1003,birdnet2, A
1004,birdnet2, A
1005,birdnet2, A
1006,birdnet2, A
1007,birdnet2, A
1008,birdnet2, A
1009,birdnet2, A
1010,birdnet2, A
1011,birdnet2, A
1012,birdnet2, A
1013,birdnet2, A
1014,birdnet2, A
1015,birdnet2, A
1016,birdnet2, A
1017,birdnet2, A
1018,birdnet2, A
1019,birdnet2, A
1020,birdnet2, A
1021,birdnet2, A
1022,birdnet2, A
1023,birdnet2, A
1024,birdnet2, A
1025,birdnet2, A
1026,birdnet2, A
1027,birdnet2, B
1028,birdnet2, A
1029,birdnet2, A
1030,birdnet2, A
1031,birdnet2, A
1032,birdnet2, A
1033,birdnet2, B
1034,birdnet2, A
1035,birdnet2, A
1036,birdnet2, A
1037,birdnet2, A
1038,birdnet2, A
1039,birdnet2, A
1040,birdnet2, A
1041,birdnet2, A
1042,birdnet2, A
1043,birdnet2, A
1044,birdnet2, A
1045,birdnet2, A
1046,birdnet2, A
1047,birdnet2, A
1048,birdnet2, A
1049,birdnet2, A
1050,birdnet2, B
1051,birdnet2, A
1052,birdnet2, A
1053,birdnet2, A
1054,birdnet2, A
1055,birdnet2, A
1056,birdnet2, A
1057,birdnet2, A
1058,birdnet2, A
1059,birdnet2, A
1060,birdnet2, A
1061,birdnet2, A
1062,birdnet2, A
1063,birdnet2, A
1064,birdnet2, A
1065,birdnet2, A
1066,birdnet2, A
1067,birdnet2, A
1068,birdnet2, A
1069,birdnet2, A
1070,birdnet2, A
1071,birdnet2, A
1072,birdnet2, A
1073,birdnet2, A
1074,birdnet2, A
1075,birdnet2, A
1076,birdnet2, A
1077,birdnet2, A
1078,birdnet2, B
1079,birdnet2, A
1080,birdnet2, A
1081,birdnet2, A
1082,birdnet2, A
1083,birdnet2, A
1084,birdnet2, A
1085,birdnet2, A
1086,birdnet2, A
1087,birdnet2, A
1088,birdnet2, A
1089,birdnet2, A
1090,birdnet2, A
1091,birdnet2, A
1092,birdnet2, A
1093,birdnet2, B
1094,birdnet2, A
1095,birdnet2, A
1096,birdnet2, A
1097,birdnet2, A
1098,birdnet2, A
1099,birdnet2, A
1100,birdnet2, A
1101,birdnet2, A
1102,birdnet2, A
1103,birdnet2, A
1104,birdnet2, A
1105,birdnet2, A
1106,birdnet2, A
1107,birdnet2, A
1108,birdnet2, A
1109,birdnet2, A
1110,birdnet2, A
1111,birdnet2, A
1112,birdnet2, A
1113,birdnet2, A
1114,birdnet2, A
1115,birdnet2, A
1116,birdnet2, A
1117,birdnet2, A
1118,birdnet2, A
1119,birdnet2, A
1120,birdnet2, A
1121,birdnet2, A
1122,birdnet2, A
1123,birdnet2, A
1124,birdnet2, A
1125,birdnet2, A
1126,birdnet2, A
1127,birdnet2, A
1128,birdnet2, A
1129,birdnet2, A
1130,birdnet2, A
1131,birdnet2, A
1132,birdnet2, A
1133,birdnet2, A
