,Name,NameWithOwner,Url,UpdateAt,Num_of_Releases
35,IA-SSD,yifanzhang713/IA-SSD,https://github.com/yifanzhang713/IA-SSD,2023-03-07T08:17:52Z,0
36,3DOD_thesis,fregu856/3DOD_thesis,https://github.com/fregu856/3DOD_thesis,2023-01-24T13:29:15Z,0
37,RTM3D,maudzung/RTM3D,https://github.com/maudzung/RTM3D,2023-03-04T05:56:40Z,0
38,Learn-Carla,DerrickXuNu/Learn-Carla,https://github.com/DerrickXuNu/Learn-Carla,2023-03-07T09:18:09Z,0
39,PersFormer_3DLane,OpenPerceptionX/PersFormer_3DLane,https://github.com/OpenPerceptionX/PersFormer_3DLane,2023-03-06T04:56:41Z,0
40,neat,autonomousvision/neat,https://github.com/autonomousvision/neat,2023-03-04T13:46:27Z,0
41,StreamYOLO,yancie-yjr/StreamYOLO,https://github.com/yancie-yjr/StreamYOLO,2023-03-07T10:40:47Z,1
42,segmentation,fregu856/segmentation,https://github.com/fregu856/segmentation,2023-02-08T03:39:01Z,0
43,Fast-BEV,Sense-GVT/Fast-BEV,https://github.com/Sense-GVT/Fast-BEV,2023-03-07T15:32:36Z,0
44,macad-gym,praveen-palanisamy/macad-gym,https://github.com/praveen-palanisamy/macad-gym,2023-03-04T14:39:47Z,4
45,waymo-motion-prediction-challenge-2022-multipath-plus-plus,stepankonev/waymo-motion-prediction-challenge-2022-multipath-plus-plus,https://github.com/stepankonev/waymo-motion-prediction-challenge-2022-multipath-plus-plus,2023-03-07T09:10:00Z,0
46,SqueezeSegV2,xuanyuzhou98/SqueezeSegV2,https://github.com/xuanyuzhou98/SqueezeSegV2,2023-02-17T15:51:57Z,0
47,DBNet,driving-behavior/DBNet,https://github.com/driving-behavior/DBNet,2023-03-06T13:05:07Z,0
48,driving-lane-departure-warning,JunshengFu/driving-lane-departure-warning,https://github.com/JunshengFu/driving-lane-departure-warning,2023-02-25T18:02:45Z,0
49,av2-api,argoverse/av2-api,https://github.com/argoverse/av2-api,2023-03-04T00:20:34Z,3
50,YOLOP-opencv-dnn,hpc203/YOLOP-opencv-dnn,https://github.com/hpc203/YOLOP-opencv-dnn,2023-02-28T12:28:31Z,0
51,monolayout,manila95/monolayout,https://github.com/manila95/monolayout,2023-03-02T14:38:40Z,0
52,AgentFormer,Khrylx/AgentFormer,https://github.com/Khrylx/AgentFormer,2023-03-03T23:50:12Z,0
53,BtcDet,Xharlie/BtcDet,https://github.com/Xharlie/BtcDet,2023-03-04T16:57:27Z,0
54,BeamNGpy,BeamNG/BeamNGpy,https://github.com/BeamNG/BeamNGpy,2023-03-05T18:33:58Z,0
55,v2x-vit,DerrickXuNu/v2x-vit,https://github.com/DerrickXuNu/v2x-vit,2023-02-26T02:09:47Z,0
56,oatomobile,OATML/oatomobile,https://github.com/OATML/oatomobile,2023-02-20T10:28:04Z,1
57,RODNet,yizhou-wang/RODNet,https://github.com/yizhou-wang/RODNet,2023-02-27T01:46:38Z,4
58,SA-Det3D,AutoVision-cloud/SA-Det3D,https://github.com/AutoVision-cloud/SA-Det3D,2023-03-05T12:45:49Z,0
59,Carla-ppo,bitsauce/Carla-ppo,https://github.com/bitsauce/Carla-ppo,2023-02-28T03:33:45Z,0
60,EgoNet,Nicholasli1995/EgoNet,https://github.com/Nicholasli1995/EgoNet,2023-03-06T03:03:56Z,2
61,Automatic-Parking,Pandas-Team/Automatic-Parking,https://github.com/Pandas-Team/Automatic-Parking,2023-03-02T07:06:54Z,1
62,Error-State-Extended-Kalman-Filter,enginBozkurt/Error-State-Extended-Kalman-Filter,https://github.com/enginBozkurt/Error-State-Extended-Kalman-Filter,2023-02-08T08:08:36Z,0
63,LaserMix,ldkong1205/LaserMix,https://github.com/ldkong1205/LaserMix,2023-03-07T13:23:08Z,0
64,simtrack,qcraftai/simtrack,https://github.com/qcraftai/simtrack,2023-03-03T01:48:25Z,0
65,Self-Driving-Car,Gautam-J/Self-Driving-Car,https://github.com/Gautam-J/Self-Driving-Car,2023-01-27T15:18:55Z,0
66,DH3D,JuanDuGit/DH3D,https://github.com/JuanDuGit/DH3D,2023-01-30T10:27:46Z,0
67,DMPR-PS,Teoge/DMPR-PS,https://github.com/Teoge/DMPR-PS,2023-03-07T10:40:10Z,0
68,MotionPlanner,enginBozkurt/MotionPlanner,https://github.com/enginBozkurt/MotionPlanner,2023-02-19T21:50:12Z,0
69,CoBEVT,DerrickXuNu/CoBEVT,https://github.com/DerrickXuNu/CoBEVT,2023-03-06T12:01:26Z,0
70,WorldOnRails,dotchen/WorldOnRails,https://github.com/dotchen/WorldOnRails,2023-02-20T07:42:38Z,0
71,2D_detection,fregu856/2D_detection,https://github.com/fregu856/2D_detection,2022-12-16T01:41:38Z,0
72,carla-roach,zhejz/carla-roach,https://github.com/zhejz/carla-roach,2023-03-07T10:30:22Z,0
73,RoboDepth,ldkong1205/RoboDepth,https://github.com/ldkong1205/RoboDepth,2023-03-04T12:11:43Z,0
74,plant,autonomousvision/plant,https://github.com/autonomousvision/plant,2023-03-03T19:16:11Z,0
75,evaluating_bdl,fregu856/evaluating_bdl,https://github.com/fregu856/evaluating_bdl,2023-02-11T07:02:16Z,0
76,3d-bounding-box-estimation-for-autonomous-driving,lzccccc/3d-bounding-box-estimation-for-autonomous-driving,https://github.com/lzccccc/3d-bounding-box-estimation-for-autonomous-driving,2023-02-21T13:18:32Z,0
77,JAAD,ykotseruba/JAAD,https://github.com/ykotseruba/JAAD,2023-02-20T13:26:46Z,0
78,LiDAR_fog_sim,MartinHahner/LiDAR_fog_sim,https://github.com/MartinHahner/LiDAR_fog_sim,2023-03-06T14:16:06Z,0
79,pgdrive,decisionforce/pgdrive,https://github.com/decisionforce/pgdrive,2023-02-13T03:06:21Z,3
80,K-Radar_V1,kaist-avelab/K-Radar_V1,https://github.com/kaist-avelab/K-Radar_V1,2023-02-15T04:09:33Z,0
81,prophesee-automotive-dataset-toolbox,prophesee-ai/prophesee-automotive-dataset-toolbox,https://github.com/prophesee-ai/prophesee-automotive-dataset-toolbox,2023-02-28T07:47:31Z,0
82,Multi-Purpose-MPC,matssteinweg/Multi-Purpose-MPC,https://github.com/matssteinweg/Multi-Purpose-MPC,2023-03-01T02:40:37Z,0
83,PiP-Planning-informed-Prediction,Haoran-SONG/PiP-Planning-informed-Prediction,https://github.com/Haoran-SONG/PiP-Planning-informed-Prediction,2023-02-25T17:05:58Z,0
84,SelfDrivingRCCar,sidroopdaska/SelfDrivingRCCar,https://github.com/sidroopdaska/SelfDrivingRCCar,2023-01-27T11:14:06Z,0
85,pillar-motion,qcraftai/pillar-motion,https://github.com/qcraftai/pillar-motion,2023-01-16T02:59:19Z,0
86,l2r,learn-to-race/l2r,https://github.com/learn-to-race/l2r,2023-02-24T12:09:03Z,0
87,LiDAR_snow_sim,SysCV/LiDAR_snow_sim,https://github.com/SysCV/LiDAR_snow_sim,2023-02-24T03:38:18Z,0
88,driving-in-the-matrix,umautobots/driving-in-the-matrix,https://github.com/umautobots/driving-in-the-matrix,2023-02-16T08:39:18Z,0
89,WIMP,wqi/WIMP,https://github.com/wqi/WIMP,2023-03-02T08:31:39Z,1
90,SelfDrivingCarsControlDesign,enginBozkurt/SelfDrivingCarsControlDesign,https://github.com/enginBozkurt/SelfDrivingCarsControlDesign,2023-03-04T08:11:43Z,0
91,LiDAR_SOT,tusen-ai/LiDAR_SOT,https://github.com/tusen-ai/LiDAR_SOT,2023-03-07T01:52:32Z,0
92,PCAccumulation,prs-eth/PCAccumulation,https://github.com/prs-eth/PCAccumulation,2023-03-02T08:42:32Z,0
93,Keras-ICNet,aitorzip/Keras-ICNet,https://github.com/aitorzip/Keras-ICNet,2023-03-01T15:10:58Z,0
94,ld-lsi,fabvio/ld-lsi,https://github.com/fabvio/ld-lsi,2023-01-31T00:20:53Z,0
95,Autonomous-Driving-in-Carla-using-Deep-Reinforcement-Learning,idreesshaikh/Autonomous-Driving-in-Carla-using-Deep-Reinforcement-Learning,https://github.com/idreesshaikh/Autonomous-Driving-in-Carla-using-Deep-Reinforcement-Learning,2023-03-07T10:21:29Z,0
96,carla-training-data,enginBozkurt/carla-training-data,https://github.com/enginBozkurt/carla-training-data,2023-02-21T00:42:25Z,0
97,imitation-learning,merantix/imitation-learning,https://github.com/merantix/imitation-learning,2022-11-09T07:59:37Z,0
98,PTTR,Jasonkks/PTTR,https://github.com/Jasonkks/PTTR,2023-03-06T07:12:02Z,0
99,autonomous_driving,StatueFungus/autonomous_driving,https://github.com/StatueFungus/autonomous_driving,2023-02-23T23:30:41Z,0
100,lane-detection-with-steer-and-departure,canozcivelek/lane-detection-with-steer-and-departure,https://github.com/canozcivelek/lane-detection-with-steer-and-departure,2023-03-02T01:04:54Z,0
101,EthicalTrajectoryPlanning,TUMFTM/EthicalTrajectoryPlanning,https://github.com/TUMFTM/EthicalTrajectoryPlanning,2023-03-07T07:43:38Z,2
102,pyMHT,erikliland/pyMHT,https://github.com/erikliland/pyMHT,2023-02-27T04:09:21Z,4
103,bark-ml,bark-simulator/bark-ml,https://github.com/bark-simulator/bark-ml,2023-02-14T23:38:53Z,3
104,TuSimple-lane-classes,fabvio/TuSimple-lane-classes,https://github.com/fabvio/TuSimple-lane-classes,2023-02-06T11:51:30Z,0
105,dgp,TRI-ML/dgp,https://github.com/TRI-ML/dgp,2023-02-24T04:14:08Z,7
106,JPerceiver,sunnyHelen/JPerceiver,https://github.com/sunnyHelen/JPerceiver,2023-02-27T11:50:22Z,0
107,coperception,coperception/coperception,https://github.com/coperception/coperception,2023-03-05T02:56:41Z,1
108,LiCaS3,KleinYuan/LiCaS3,https://github.com/KleinYuan/LiCaS3,2023-02-22T15:56:46Z,0
109,TED,hailanyi/TED,https://github.com/hailanyi/TED,2023-03-07T09:30:13Z,0
110,modelzoo,autowarefoundation/modelzoo,https://github.com/autowarefoundation/modelzoo,2022-12-05T19:07:16Z,2
111,AutoRF-pytorch,skyhehe123/AutoRF-pytorch,https://github.com/skyhehe123/AutoRF-pytorch,2023-02-04T14:13:02Z,0
112,carla-data-export,Ozzyz/carla-data-export,https://github.com/Ozzyz/carla-data-export,2023-02-21T17:12:16Z,0
113,FLAT,ai4ce/FLAT,https://github.com/ai4ce/FLAT,2023-03-03T12:21:12Z,0
114,MODEST,YurongYou/MODEST,https://github.com/YurongYou/MODEST,2023-02-26T06:30:37Z,0
115,carla-driving-rl-agent,Luca96/carla-driving-rl-agent,https://github.com/Luca96/carla-driving-rl-agent,2023-02-23T14:14:04Z,0
116,Sparse2Dense,stevewongv/Sparse2Dense,https://github.com/stevewongv/Sparse2Dense,2023-03-04T07:13:17Z,0
117,AdvTrajectoryPrediction,zqzqz/AdvTrajectoryPrediction,https://github.com/zqzqz/AdvTrajectoryPrediction,2023-01-30T00:36:34Z,0
118,birdnet2,AlejandroBarrera/birdnet2,https://github.com/AlejandroBarrera/birdnet2,2023-01-03T03:42:05Z,0
119,Codes-for-Steering-Control,cardwing/Codes-for-Steering-Control,https://github.com/cardwing/Codes-for-Steering-Control,2022-11-22T02:19:56Z,0
120,autonomous-driving-turtlebot-with-reinforcement-learning,lukovicaleksa/autonomous-driving-turtlebot-with-reinforcement-learning,https://github.com/lukovicaleksa/autonomous-driving-turtlebot-with-reinforcement-learning,2023-03-06T02:26:19Z,0
121,ConDA,ldkong1205/ConDA,https://github.com/ldkong1205/ConDA,2023-02-11T12:41:00Z,0
122,2019-UGRP-DPoom,shinkansan/2019-UGRP-DPoom,https://github.com/shinkansan/2019-UGRP-DPoom,2023-02-09T02:03:59Z,0
123,Safety-Aware-Motion-Prediction,xrenaa/Safety-Aware-Motion-Prediction,https://github.com/xrenaa/Safety-Aware-Motion-Prediction,2023-02-06T08:52:06Z,0
124,carla-apollo,casper-auto/carla-apollo,https://github.com/casper-auto/carla-apollo,2023-02-22T19:39:56Z,0
125,rail_marking,xmba15/rail_marking,https://github.com/xmba15/rail_marking,2023-02-25T13:13:21Z,0
126,ego-lane-analysis-system,rodrigoberriel/ego-lane-analysis-system,https://github.com/rodrigoberriel/ego-lane-analysis-system,2023-01-10T06:52:16Z,0
127,SF-GRU,aras62/SF-GRU,https://github.com/aras62/SF-GRU,2023-03-07T05:21:11Z,0
128,racing_dreamer,CPS-TUWien/racing_dreamer,https://github.com/CPS-TUWien/racing_dreamer,2023-02-24T18:43:39Z,0
129,PyLidar3,lakshmanmallidi/PyLidar3,https://github.com/lakshmanmallidi/PyLidar3,2023-01-04T17:11:01Z,3
130,RGGNet,KleinYuan/RGGNet,https://github.com/KleinYuan/RGGNet,2023-02-26T10:12:38Z,0
131,constrained_attention_filter,ahmdtaha/constrained_attention_filter,https://github.com/ahmdtaha/constrained_attention_filter,2022-08-05T14:16:27Z,0
132,LiDARSimLib-and-Placement-Evaluation,PJLab-ADG/LiDARSimLib-and-Placement-Evaluation,https://github.com/PJLab-ADG/LiDARSimLib-and-Placement-Evaluation,2023-02-25T17:38:35Z,0
133,RCAutopilot,UvinduW/RCAutopilot,https://github.com/UvinduW/RCAutopilot,2023-02-13T01:24:00Z,0
134,waymo_2d_tracking,xuyuan/waymo_2d_tracking,https://github.com/xuyuan/waymo_2d_tracking,2023-02-17T15:43:26Z,0
135,slamp,kaanakan/slamp,https://github.com/kaanakan/slamp,2023-02-12T17:41:18Z,1
136,cruw-devkit,yizhou-wang/cruw-devkit,https://github.com/yizhou-wang/cruw-devkit,2023-02-18T11:56:54Z,2
137,driver-dojo,seawee1/driver-dojo,https://github.com/seawee1/driver-dojo,2023-02-22T08:53:10Z,0
138,glcapsnet,javiermcebrian/glcapsnet,https://github.com/javiermcebrian/glcapsnet,2022-09-16T23:23:17Z,0
139,catvehicle,jmscslgroup/catvehicle,https://github.com/jmscslgroup/catvehicle,2022-11-17T07:06:22Z,1
140,RaFlow,Toytiny/RaFlow,https://github.com/Toytiny/RaFlow,2023-03-05T03:20:40Z,0
141,Hindsight,YurongYou/Hindsight,https://github.com/YurongYou/Hindsight,2023-01-10T13:14:38Z,0
142,bounding-box-prediction,vita-epfl/bounding-box-prediction,https://github.com/vita-epfl/bounding-box-prediction,2023-03-03T14:17:32Z,1
143,data_aggregation,autonomousvision/data_aggregation,https://github.com/autonomousvision/data_aggregation,2023-02-24T07:09:34Z,0
144,env_build,idthanm/env_build,https://github.com/idthanm/env_build,2023-02-24T08:14:08Z,0
145,CARLA_Motion_Planning_for_Self-Driving_Cars_Project,yymmaa0000/CARLA_Motion_Planning_for_Self-Driving_Cars_Project,https://github.com/yymmaa0000/CARLA_Motion_Planning_for_Self-Driving_Cars_Project,2023-02-15T19:10:48Z,0
146,RoboBEV,Daniel-xsy/RoboBEV,https://github.com/Daniel-xsy/RoboBEV,2023-03-07T15:53:11Z,0
147,SoTA-3D-Object-Detection,rui-qian/SoTA-3D-Object-Detection,https://github.com/rui-qian/SoTA-3D-Object-Detection,2023-02-21T01:35:35Z,0
148,WaymoCOCO,shinya7y/WaymoCOCO,https://github.com/shinya7y/WaymoCOCO,2023-02-17T15:50:43Z,0
149,dspnet,liangfu/dspnet,https://github.com/liangfu/dspnet,2023-01-28T15:05:01Z,0
150,occam,dschinagl/occam,https://github.com/dschinagl/occam,2023-02-11T13:59:41Z,0
151,tianbot_racecar,tianbot/tianbot_racecar,https://github.com/tianbot/tianbot_racecar,2022-06-22T17:08:12Z,1
152,policydissect,metadriverse/policydissect,https://github.com/metadriverse/policydissect,2023-03-02T08:18:02Z,0
153,stretchbev,kaanakan/stretchbev,https://github.com/kaanakan/stretchbev,2023-03-07T12:14:27Z,1
154,SEE-MTDA,darrenjkt/SEE-MTDA,https://github.com/darrenjkt/SEE-MTDA,2023-02-04T15:06:55Z,0
155,EGPO,decisionforce/EGPO,https://github.com/decisionforce/EGPO,2023-01-24T14:03:57Z,0
156,Frustum-Pointpillars,anshulpaigwar/Frustum-Pointpillars,https://github.com/anshulpaigwar/Frustum-Pointpillars,2023-02-28T11:26:41Z,0
157,modulardecision,decisionforce/modulardecision,https://github.com/decisionforce/modulardecision,2023-03-05T11:56:24Z,0
158,Batch3DMOT,robot-learning-freiburg/Batch3DMOT,https://github.com/robot-learning-freiburg/Batch3DMOT,2022-12-28T05:21:35Z,0
159,Stereo-3D-Object-Detection-for-Autonomous-Driving,srinu6/Stereo-3D-Object-Detection-for-Autonomous-Driving,https://github.com/srinu6/Stereo-3D-Object-Detection-for-Autonomous-Driving,2023-02-13T08:50:45Z,0
160,Vehicle-Warning-Indicator-System,AshishGusain17/Vehicle-Warning-Indicator-System,https://github.com/AshishGusain17/Vehicle-Warning-Indicator-System,2022-10-05T15:01:25Z,0
161,safe_exp_env,mahaitongdae/safe_exp_env,https://github.com/mahaitongdae/safe_exp_env,2023-02-09T08:12:33Z,0
162,AutonomousRobots-Kalman-Filter,mftnakrsu/AutonomousRobots-Kalman-Filter,https://github.com/mftnakrsu/AutonomousRobots-Kalman-Filter,2022-07-18T06:18:30Z,0
163,locs,mkofinas/locs,https://github.com/mkofinas/locs,2023-02-26T02:33:20Z,0
164,PIXOR,matssteinweg/PIXOR,https://github.com/matssteinweg/PIXOR,2022-12-14T20:04:01Z,0
165,Baidu_Lane_Segmentation,qixuxiang/Baidu_Lane_Segmentation,https://github.com/qixuxiang/Baidu_Lane_Segmentation,2022-06-06T12:25:30Z,0
166,CSP-Pedestrian-detection,ligang-cs/CSP-Pedestrian-detection,https://github.com/ligang-cs/CSP-Pedestrian-detection,2022-03-23T14:07:02Z,0
167,BADet,rui-qian/BADet,https://github.com/rui-qian/BADet,2023-02-13T13:28:19Z,0
168,carla-aebs,kpandey008/carla-aebs,https://github.com/kpandey008/carla-aebs,2023-02-17T00:03:12Z,0
169,macad-agents,praveen-palanisamy/macad-agents,https://github.com/praveen-palanisamy/macad-agents,2023-02-28T18:34:13Z,0
170,RODSNet,SAMMiCA/RODSNet,https://github.com/SAMMiCA/RODSNet,2022-11-20T07:53:03Z,0
171,Model-Predictive-Controllers,Frostday/Model-Predictive-Controllers,https://github.com/Frostday/Model-Predictive-Controllers,2022-10-24T04:59:35Z,0
172,coop-3dod-infra,eduardohenriquearnold/coop-3dod-infra,https://github.com/eduardohenriquearnold/coop-3dod-infra,2022-12-10T14:50:44Z,0
173,GDIP-Yolo,Gatedip/GDIP-Yolo,https://github.com/Gatedip/GDIP-Yolo,2023-03-04T00:46:32Z,0
174,Autonomous-RC-Car,germain-hug/Autonomous-RC-Car,https://github.com/germain-hug/Autonomous-RC-Car,2022-12-16T01:44:21Z,0
175,HLSTrajForecast,d1024choi/HLSTrajForecast,https://github.com/d1024choi/HLSTrajForecast,2023-03-07T05:08:58Z,0
176,GATraj,mengmengliu1998/GATraj,https://github.com/mengmengliu1998/GATraj,2023-01-27T08:33:01Z,0
177,VAE_trait_inference,Shuijing725/VAE_trait_inference,https://github.com/Shuijing725/VAE_trait_inference,2022-11-02T12:51:41Z,0
178,torchbox3d,benjaminrwilson/torchbox3d,https://github.com/benjaminrwilson/torchbox3d,2023-01-07T03:36:05Z,0
179,Deep3DBox,poodarchu/Deep3DBox,https://github.com/poodarchu/Deep3DBox,2021-12-06T12:11:08Z,0
180,AutonomousCarAI,Akatsuki06/AutonomousCarAI,https://github.com/Akatsuki06/AutonomousCarAI,2020-06-15T16:08:25Z,0
181,FADNet,aioz-ai/FADNet,https://github.com/aioz-ai/FADNet,2023-03-01T07:35:12Z,0
182,vacuumcleaner,williamnagels/vacuumcleaner,https://github.com/williamnagels/vacuumcleaner,2022-09-15T17:19:52Z,0
183,IntersectionControl,julesdehon/IntersectionControl,https://github.com/julesdehon/IntersectionControl,2023-01-30T14:54:06Z,2
184,SCADC-DepthCompletion,choyingw/SCADC-DepthCompletion,https://github.com/choyingw/SCADC-DepthCompletion,2023-03-06T09:25:19Z,0
185,DriveAI,codewmax/DriveAI,https://github.com/codewmax/DriveAI,2023-03-06T22:27:59Z,0
186,PyTorch-YOLO-V3-KAIST,jas-nat/PyTorch-YOLO-V3-KAIST,https://github.com/jas-nat/PyTorch-YOLO-V3-KAIST,2023-02-21T03:54:07Z,0
187,HEVEN_AutonomousCar_2018,Jueun-Park/HEVEN_AutonomousCar_2018,https://github.com/Jueun-Park/HEVEN_AutonomousCar_2018,2022-12-11T13:41:06Z,0
188,MMC,NeurAI-Lab/MMC,https://github.com/NeurAI-Lab/MMC,2022-11-02T09:03:23Z,0
189,BoMuDA-Boundless-Multi-Source-Domain-Adaptive-Segmentation-in-Unstructured-Environments,divyakraman/BoMuDA-Boundless-Multi-Source-Domain-Adaptive-Segmentation-in-Unstructured-Environments,https://github.com/divyakraman/BoMuDA-Boundless-Multi-Source-Domain-Adaptive-Segmentation-in-Unstructured-Environments,2023-02-20T02:26:28Z,0
190,Motion-Planning-for-Autonomous-Driving-with-MPC,TGoldC/Motion-Planning-for-Autonomous-Driving-with-MPC,https://github.com/TGoldC/Motion-Planning-for-Autonomous-Driving-with-MPC,2023-03-06T11:58:58Z,0
191,CarlaFinal,GonVas/CarlaFinal,https://github.com/GonVas/CarlaFinal,2023-02-11T09:13:07Z,0
192,MUAD-Dataset,ENSTA-U2IS/MUAD-Dataset,https://github.com/ENSTA-U2IS/MUAD-Dataset,2023-02-19T20:19:34Z,0
193,py_obca,maozaizhou/py_obca,https://github.com/maozaizhou/py_obca,2022-11-27T09:35:28Z,0
194,DynEnv,szemenyeim/DynEnv,https://github.com/szemenyeim/DynEnv,2023-02-16T09:21:12Z,5
195,mini-datasets,jadnohra/mini-datasets,https://github.com/jadnohra/mini-datasets,2023-01-31T22:53:18Z,0
196,Autonomous-Driving-via-RL,akjayant/Autonomous-Driving-via-RL,https://github.com/akjayant/Autonomous-Driving-via-RL,2023-02-08T14:13:34Z,0
197,tensorflow-segmentation,fabianschilling/tensorflow-segmentation,https://github.com/fabianschilling/tensorflow-segmentation,2022-12-05T08:27:09Z,0
198,talkycars-thesis,muety/talkycars-thesis,https://github.com/muety/talkycars-thesis,2023-01-31T07:18:23Z,0
199,RAP,TRI-ML/RAP,https://github.com/TRI-ML/RAP,2023-03-07T04:06:12Z,0
200,Solecthon,VCET-Driverless/Solecthon,https://github.com/VCET-Driverless/Solecthon,2022-11-16T19:31:52Z,0
201,ILLUME,Vaishnvi/ILLUME,https://github.com/Vaishnvi/ILLUME,2023-01-06T08:54:50Z,0
202,Complex-YOLO,satyenrajpal/Complex-YOLO,https://github.com/satyenrajpal/Complex-YOLO,2022-06-15T23:32:23Z,0
203,PedestrianDetection-HGPD,ligang-cs/PedestrianDetection-HGPD,https://github.com/ligang-cs/PedestrianDetection-HGPD,2022-11-09T13:08:02Z,0
204,KittiClass,MarvinTeichmann/KittiClass,https://github.com/MarvinTeichmann/KittiClass,2022-11-14T18:56:22Z,0
205,end-to-end-driving,oskarnatan/end-to-end-driving,https://github.com/oskarnatan/end-to-end-driving,2023-03-03T19:00:55Z,0
206,SwinDepth,dsshim0125/SwinDepth,https://github.com/dsshim0125/SwinDepth,2023-03-07T12:06:26Z,0
207,SNVC,Nicholasli1995/SNVC,https://github.com/Nicholasli1995/SNVC,2023-02-18T14:27:43Z,0
208,AirSim-PyTorch-Drone-DDQN-Agent,batuhan3526/AirSim-PyTorch-Drone-DDQN-Agent,https://github.com/batuhan3526/AirSim-PyTorch-Drone-DDQN-Agent,2023-03-04T13:16:45Z,0
209,SEE-VCN,darrenjkt/SEE-VCN,https://github.com/darrenjkt/SEE-VCN,2023-03-03T04:00:06Z,0
